twitts,sentiment
damnthe gate work is still closed,0
awesomely cold and foggy this morning,1
zinzii aha finally figured out how to share the google reader shared items youd never guess i was a developer,1
omg were going to swim tomorrow for pe yoo cool haha do not know if i am going though,0
summertime_grl yeah you do,0
jhtaylor lol i will on th nite ypo windup i am thinkin st john on top leather boots on the bottom,1
wtf massa is out again ferrari is having a really bad start to the year and he was doing so well,0
dr horrible thisappointed me,0
pipes714 what the heck happend with danny last nite that tweet about him and adam sounded v pd off,0
i hatee the feeling summonees keeping sumthin from me,0
officiallmiley oh k cool i got abit wierded out then sorry,1
jinxcat yeah cancer is definitely something you do not want to have in threes 3 more years to go,1
evilnaomi yep he is,1
jaavi i miss you girl,0
another stormy day in the mb,0
styleprdiva lol um cut back on the coffee and the blogs save the effort for shoe shoppingkidding,1
corrinrenee awwhh i love itt,1
_enigma__ trying to get nelja to talk to meï½ she is dodging me or sumatï½,0
12 days til i am with chloï½,1
theendtime lmao i love me a good comedy,1
glad the 3 exams today are over,1
moouss do not leave me why do you have to go,0
fyi henry coe park is on the govs budget hit list,0
had a good day yesterday todays been quite alright,1
seven followers to beat 600 thanks a lot to stay tune,1
cubs just won,0
sa_scully thank you,0
fivemagicbeans coeur de pirate has been on my may and june list maybe you missed her and i will definitely consider them as well,1
manz76 nice store and i have added it to my blog may you get lots of sales through it,1
at the playhouse,1
has alotta fun at my party last night,1
1600 dollars for a root canal geez i wished they would just yank the thing omw to the workness,0
100th update yeah im pretty good at this twitter thing,1
big project due today so i am going into work early hopefully i do not have to stay late too,0
dooes anyone know wherei can get a nice dress that is not off asos,1
freakinsweet87 oh well thanks for letting me know and thanks for the follow,1
hatz94 honestly i have never had cranberry juice but i am glad there is someone like you to drink enough of it for the both of us haha,1
sophie kinsella is a fantastic author,1
tcdavis the com has features that the io does not have or yet im indeed wowed by the com,1
today i feel like mr yahoo m google ii,1
threw her back out yesterday and is stuck in bed all day so much pain,0
im sad about missing out on the opportunity to be in valencias new video,0
alexisblue i also hate hayfever,0
schofe funny on this morning this morning weird saying that not long till ferne goes hey boo who love you guys have a nice day,0
just off to the dentistnoo,0
what a lame ass day night,0
15 minutes and i am through with my work weekworking is a necessity that i wish i can do without sometimes,0
cannot believe i have to go to toys r us to get my fix,1
all vacation is over and tomorrow have to go to office,0
welcome back pastor davis gail lookin forward to hearing about your adventures in africa,1
tlhinganhom hey you,1
giving up everyone and their cat is using castledynamicproxy2 3 out of 4 of my dependencies need each a different version of dynproxy2,0
i really hate feeling crappy onslaught of a migraine coming on plus a head cold yuck,0
just finished with my r0utinary nail caremy m0m did it this timethey l0ok urgh abused,0
done with my homeworksummer school is already kicking my butt,0
justgelo its sad knowing how they found her body what a crazy world we live in no child deserves that ya know,0
butlers pizza ftw 30 min delivery time as promisedand it is the yummies 3,1
stephenfry does not work on the blackberry,0
thespianduckie you do not,0
have a nice day,1
ninepinkbears she did not even say good night,0
evanmiles enjoy your much needed time off babe see you guys in atlanta rest up xo,1
drove to thisneyland and drove right back,0
i just saw drag me to hell it was pretty good but there was no gore,0
goodnite v and jim and jadia see ya tomorrow on soapnet or here,1
ugh i am not feeling too great just my luck,0
is at the doctorsi hate the doctors,0
only 1224 and im already hungry,0
kidcanaveral i am trying to think if i can sneak out by asking mum to put e to bed also going to be an hour late for kc gig,0
kris0521 i am in class right now,0
i can necessarily breathe without coughing my olympia is poo a fender would do its kind of weird to have a best friend love you bugg,1
it is soo cold mwl 3 always,0
cannot seem to fall asleep,0
can i stay in bed some more please sigh guess some prayers are immediately answered by no,0
ooh twitter is getting the better of me as usual,0
ehh waiting for the plane to start boarding i am bored,0
do not hold on to old feelings that just get in the way of being in the present moment good morning manicm â,1
making my drinking chocolate getting ready for bed on me todd,0
shit my saturday just got ruined,0
wishes she could have stayed home longer during lunch with her hubby,0
emergencies in the office all morning meetings meetings and no blogs,0
i have a great fun day with my best friend watch pride and prejudice eat mcdonalds and taking funny videos,1
pinkee briaballerina both of you girls have something in common centerstage,1
feeling sorry for myself after being at a spa on th weekend and developing a horrid painful rash,0
in sydney and have the flu after flyimng down to see robert kiosaki did not attend sad,0
chrisbernard i hear you i have been saying that for a while,1
going to bed in a miserable mood,0
you know it is hot when you burn your finger rolling down the window,0
asia94565 were really gonna miss you what about isaiah,0
lorelleonwp finally saw how my fav wordpress writer looks likelove your smile surecome to singapore and well give you a heros welcome,1
marieluv i can totally picture that now youre painting the town with sass i bet,1
glad to see a few tfl ads promoting cycling,1
__becky lmfao what about bird watching i hahaha,1
it sux 2 know other moms r enjoying brunch quality time while i am eating dinner i paid 4 w basketball on the background while we eat,0
batre blackberry saya tinggal 20 sehingga numpang charge di kantor duty manager di airport hahaha,1
the kitchen and laundry are finally done bed no work yes,0
lindabarber ugh no fun for a saturday hope you can take something,0
justin_a should be here tomorrow good enough for me,1
updated my iphone to 30 and the espn app stopped working,0
santagati bam im not going,0
got jeans that fit me tighter than my acid washed abe_a_hamcee33,1
watching the dogs attack aomo i would help but it is so much more entertaining to watch the struggle,1
